place_id,name,address,latitude,longitude,phone,website,rating,reviews_count,google_maps_url,business_status,types
ChIJX9dX-_C2xUcRs_Myf2N8fn0,Fysiotherapie Praktijk van den Born Rijswijk,"Tollensstraat 7, 2282 BM Rijswijk",52.0562988,4.3341598999999995,070 390 9665,https://fysiotherapierijswijk.nl/,5,5,https://maps.google.com/?cid=9042801868584186803&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,physiotherapist|medical_clinic|health|point_of_interest|establishment
ChIJ8ey_4Sm3xUcRbYjVMOJuiD0,Fysio & Leven,"Herman Costerstraat 60, 2571 PB Den Haag",52.067379599999995,4.29611,070 870 0662,http://www.fysioenleven.nl/,3.8,12,https://maps.google.com/?cid=4433915750907218029&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,medical_clinic|health|point_of_interest|establishment
ChIJlfgpCta2xUcR52ykUrDC0UQ,Fysiofit Den Haag Ruijsdaelstraat,"Ruijsdaelstraat 15, 2525 AA Den Haag",52.0695056,4.2998218999999995,070 354 6309,https://www.fysiofit.com/,5,3,https://maps.google.com/?cid=4958958727268166887&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,physiotherapist|medical_clinic|health|point_of_interest|establishment
ChIJy8ApAUu3xUcROgVeWlndwww,FysioEffect Den Haag Grote Markt Centrum (TopzorgGroep),"Grote Marktstraat 40, 2511 BJ Den Haag",52.0768085,4.312134599999999,070 808 0139,https://fysioeffect.nl/fysiotherapie-den-haag/grote-markt-centrum/,4.6,29,https://maps.google.com/?cid=919822124751652154&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,physiotherapist|massage|medical_clinic|health|point_of_interest|service|establishment
ChIJA-q6oCW3xUcReYImaBPGYzI,Fysio2gether B.V. Den Haag,"Esperantostraat 12, 2518 LH Den Haag",52.074664399999996,4.292351,070 204 2412,http://www.fysio2gether.nl/,4.9,54,https://maps.google.com/?cid=3630963511244784249&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,medical_clinic|health|point_of_interest|establishment
ChIJ_be9ud62xUcRn41uXv5v3Bg,Fysio El Ouali,"Van Osstraat 9, 2526 XN Den Haag",52.065785299999995,4.313049299999999,070 346 6860,https://fysioelouali.nl/,4.9,69,https://maps.google.com/?cid=1791429890083294623&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,physiotherapist|medical_clinic|doctor|health|point_of_interest|service|establishment
ChIJrybYrCm3xUcRKMGPKW601wU,Praktijk van Duinen,"Spijkermakersstraat 152, 2512 ET Den Haag",52.0725316,4.3033354,070 388 3608,http://fysiotherapie-van-duinen.nl/,4.6,9,https://maps.google.com/?cid=421003475419119912&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,physiotherapist|health|point_of_interest|establishment
ChIJf17lySuxxUcRxbaG-vj99Nk,Praktijk voor Fysio en Manuele Therapie Transvaal,"Steijnlaan 186-188, 2571 SB Den Haag",52.067755399999996,4.2879739,070 312 1563,https://www.fysiotherapietransvaal.nl/,5,8,https://maps.google.com/?cid=15705457046344611525&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,physiotherapist|health|point_of_interest|establishment
ChIJ2_kMFSu3xUcRhaphjwFLM6Y,Revalidatiecentrum OCA Den Haag Noord-West Buitensingel (TopzorgGroep),"Noord-West Buitensingel 19, 2518 PA Den Haag",52.0747827,4.2954802999999995,070 345 6756,https://oca.nl/denhaag/,3.9,14,https://maps.google.com/?cid=11975998304180873861&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,physiotherapist|health|point_of_interest|service|establishment
ChIJdzWh-tSwxUcRFcvGk1GFYlQ,Xpert Handtherapie Den Haag,"Tripstraat 311, 2571 DK Den Haag",52.0747195,4.2913825,088 778 5210,https://www.xperthandtherapie.nl/,3.5,10,https://maps.google.com/?cid=6080569032321714965&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,physiotherapist|medical_clinic|health|point_of_interest|service|establishment
ChIJrQW4W-e2xUcR-f1626SOBkU,FysioEffect Den Haag Verheeskade (TopzorgGroep),"Verheeskade 105, 2521 DD Den Haag",52.063620900000004,4.3187767,070 808 0139,https://fysioeffect.nl/fysiotherapie-den-haag/verheeskade/,4.7,152,https://maps.google.com/?cid=4973819677185342969&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,physiotherapist|massage|medical_clinic|service|point_of_interest|health|establishment
ChIJC5BMwiuxxUcRH1-HoQRFe_M,FysioCurae - Emine Copuroglu,"Vaillantplein 7, 2526 HB Den Haag",52.0693239,4.3012147,06 81286593,http://fysiocurae.nl/,,,https://maps.google.com/?cid=17544692659544088351&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,medical_clinic|point_of_interest|health|establishment
ChIJTZxDhB-3xUcR8MbF8GNfzwA,Kinderfysiotherapie Den Haag Centrum,"Paviljoensgracht 1, 2512 BL Den Haag",52.0744377,4.3109253,070 365 4721,http://kinderfysio-denhaag.nl/,5,4,https://maps.google.com/?cid=58370203025000176&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,medical_clinic|point_of_interest|health|establishment
ChIJn_7bYNW2xUcRxK6CzUeF2JI,Paramedische Zorg Nederland,"'s-Gravenzandelaan 262, 2512 JT Den Haag",52.0703752,4.2951239999999995,010 820 2217,http://www.pmznederland.nl/,5,1,https://maps.google.com/?cid=10581353867944046276&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,physiotherapist|point_of_interest|health|establishment
ChIJXweOmNqwxUcRKk4f6t2PNms,Fysio Medisch Centrum,"Laan van Meerdervoort 211-links, 2563 AA Den Haag",52.080400999999995,4.281277,070 500 2216,http://www.fysiomc.nl/,4.9,37,https://maps.google.com/?cid=7725520394079129130&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,physiotherapist|chiropractor|medical_clinic|point_of_interest|health|establishment
ChIJR3s3Oc2wxUcRgSDu-QPUYu8,Herstelsnel,"Zoutmanstraat 55, 2518 GN Den Haag",52.0829739,4.2941347,070 364 4646,https://benbhealthcare.nl/fysiotherapie-zoutmanstraat/,4.8,4,https://maps.google.com/?cid=17249582636325544065&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,physiotherapist|point_of_interest|health|establishment
ChIJb7Tql9exxUcRNhcpjpsYF8w,Binnenstebuiten Fysio Den Haag | Haguegym,"Weimarstraat 55, 2562 GR Den Haag",52.0776003,4.2842299,06 14877857,https://www.binnenstebuitenfysio.nl/,5,19,https://maps.google.com/?cid=14706250164585699126&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,physiotherapist|point_of_interest|health|establishment
ChIJg_5yPb2xxUcRE5e74ZJzXnU,Binnenstebuiten Fysio Den Haag | Ceder Gym,"Cederstraat 1a, 2565 JM Den Haag",52.077766499999996,4.2699712,06 14877857,http://www.binnenstebuitenfysio.nl/,5,66,https://maps.google.com/?cid=8457324224937957139&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,physiotherapist|point_of_interest|health|establishment
ChIJkSFE4Tu3xUcRuTiROYULBSw,Fysiotherapiepraktijk Van Delden,"Laan van Roos en Doorn 13, 2514 BC Den Haag",52.0857393,4.3140716,070 364 9200,http://www.fysiovandelden.nl/,4.7,13,https://maps.google.com/?cid=3171954179376756921&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,physiotherapist|medical_clinic|point_of_interest|health|establishment
ChIJcYWH3f22xUcRwMgNF4amkrQ,"Kristel van den Bosch, praktijk voor fysio- en manuele therapie","Mercuriusweg 37, 2516 AW Den Haag",52.070133999999996,4.3393768999999995,06 30371973,http://www.kristelvandenbosch.com/,5,12,https://maps.google.com/?cid=13011645368269392064&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,physiotherapist|health|point_of_interest|establishment
ChIJ1WShZ4KxxUcR1bFIi0OoeiY,Medisch Centrum Thomsonplein Fysio,"Thomsonplein 18, 2565 KT Den Haag",52.079452499999995,4.2705527,070 213 6829,http://www.thomsonpleinfysio.nl/,5,3,https://maps.google.com/?cid=2772713528653033941&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,physiotherapist|health|point_of_interest|establishment
ChIJW7uW8s-wxUcRsxr3Bp8fqjo,Fysioplein Sweelinckplein,"Sweelinckplein 46, 2517 GP Den Haag",52.0829382,4.282888799999999,070 345 1109,http://www.fysioplein.nl/,4,23,https://maps.google.com/?cid=4227225968117750451&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,physiotherapist|medical_clinic|health|point_of_interest|establishment
ChIJNbWE4Ai3xUcRL5WKS8V-j10,Aan de Laan Fysiotherapeuten,"Laan van Nieuw Oost-Indië 256, 2593 CD Den Haag",52.0820435,4.3422845,070 385 3243,http://www.aandelaan.nl/,4.9,14,https://maps.google.com/?cid=6741746553037952303&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,medical_clinic|health|point_of_interest|establishment
ChIJs9wkPva3xUcRGzp9VK-ckRs,FysioToday,"Maria Stuartplein 10, 2595 BX Den Haag",52.081133699999995,4.3290888,06 33002159,https://fysiotoday.com/,5,21,https://maps.google.com/?cid=1986541187497802267&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,medical_clinic|health|point_of_interest|establishment
ChIJkyk6iaexxUcRIBWpe7E978w,Rug Expertise Centrum Den Haag,"Loosduinsekade 298, 2571 CC Den Haag",52.069264499999996,4.2796983,085 130 5474,https://www.rugexpertisecentrum.nl/rug-expertise-centrum-den-haag/,5,3,https://maps.google.com/?cid=14767089535664330016&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,medical_center|hospital|medical_clinic|health|point_of_interest|service|establishment
ChIJQZ6k-d6wxUcRAzB5T0VeJko,Cfc,"Copernicuslaan 59, 2561 VB Den Haag",52.0747745,4.2714327999999995,070 360 7436,http://www.cfcinfo.nl/,4.8,4,https://maps.google.com/?cid=5343061659700768771&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,physiotherapist|health|point_of_interest|establishment
ChIJlVnPHNm2xUcRuOi78qYurYw,Beijkirch Fysio,"Judith Leysterstraat 23, 2526 WB Den Haag",52.067105999999995,4.309417799999999,06 14002464,,,,https://maps.google.com/?cid=10136809630852704440&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,physiotherapist|health|point_of_interest|establishment
ChIJg-M8p-i2xUcRC2SKtKMIHEM,Inbeweging298,"Goeverneurlaan 298, 2523 BT Den Haag",52.058831999999995,4.322974100000001,070 393 0647,http://www.inbeweging298.nl/,4.7,7,https://maps.google.com/?cid=4835749599090729995&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,physiotherapist|health|point_of_interest|establishment
ChIJF_bifBK3xUcRQ-4CrVhl7NI,Fysio Bezuidenhout,"Bezuidenhoutseweg 187, 2594 AH Den Haag",52.087249,4.3341231,070 382 0950,https://www.fysiobezuidenhout.nl/,4.8,36,https://maps.google.com/?cid=15198634274002759235&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,physiotherapist|health|point_of_interest|establishment
ChIJczUAkz-3xUcRXhyMlJZfzAU,Fysio Benoordenhout,"Weissenbruchstraat 81, 2596 GC Den Haag",52.090077099999995,4.3206236,070 324 2409,http://fysiobenoordenhout.nl/,4.2,5,https://maps.google.com/?cid=417813965780556894&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,physiotherapist|medical_clinic|health|point_of_interest|establishment
ChIJaSBkHgOxxUcRWsaK5i9-ZU8,Meer en Bosch Fysiotherapie,"Vlierboomstraat 533, 2564 JG Den Haag",52.0674953,4.2543347,070 323 3663,http://www.meerenboschfysiotherapie.nl/,4,25,https://maps.google.com/?cid=5721117645840500314&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,physiotherapist|health|point_of_interest|establishment
ChIJzz6Tv8-wxUcRhBOODgDNe5I,Praktijk van Rumpt,"Sweelinckplein 62, 2517 GR Den Haag",52.083069099999996,4.2839982999999995,070 346 3321,http://www.praktijkvanrumpt.nl/,4.3,14,https://maps.google.com/?cid=10555255551800775556&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,physiotherapist|health|point_of_interest|establishment
ChIJ___IFZTGxUcR41uzgOOvHIs,De Singel Fysiotherapie,"Lusthoflaan 2, 2316 JA Leiden",52.163568100000006,4.5042244,071 521 6525,https://www.desingelfysio.nl/,4.6,8,https://maps.google.com/?cid=10024080262271556579&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,physiotherapist|medical_clinic|health|point_of_interest|establishment
ChIJkUP4VKTHxUcRKrO4XHSLx1M,FysioEffect Leiden Hooigracht (TopzorgGroep),"Hooigracht 87, 2312 KP Leiden",52.1599386,4.4973761,070 808 0139,https://fysioeffect.nl/fysiotherapie-leiden/hooigracht/,4.6,64,https://maps.google.com/?cid=6036947157401514794&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,physiotherapist|medical_clinic|health|point_of_interest|establishment
ChIJ4ZKgfpDGxUcRTuQA4vIqK3M,SMC Rijnland,"Oosterkerkstraat 1, 2e Etage, 2312 SN Leiden",52.158699,4.500489,071 341 1312,http://www.smc-rijnland.nl/,4.8,57,https://maps.google.com/?cid=8298773961022432334&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,physiotherapist|medical_clinic|health|point_of_interest|establishment
ChIJNSnjUo7GxUcRPv7ipXLlY7o,Fysiotherapie & Cesarpraktijk Herengracht,"Herengracht 9 A, 2312 LA Leiden",52.156538399999995,4.4994891,071 514 0140,,,,https://maps.google.com/?cid=13430830794321100350&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,medical_clinic|health|point_of_interest|establishment
ChIJS1B7v4vGxUcRWdRXuTd8ouU,Praktijk Fysiotherapie Lammenschans,"Lammenschansweg 15, 2313 DH Leiden",52.152212,4.4937049,06 21871287,http://www.fysiolammenschans.nl/,5,1,https://maps.google.com/?cid=16546924559687210073&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,medical_clinic|health|point_of_interest|establishment
ChIJBwSlDobGxUcR60OxqiZpgcY,Fysiotherapie Jurgens,"Oude Vest 5, 2312 XP Leiden",52.16241900000001,4.4862747999999995,071 514 3833,https://www.fysiotherapiejurgens.nl/,3.8,4,https://maps.google.com/?cid=14303829506298823659&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,medical_clinic|health|point_of_interest|establishment
ChIJXVFVk-vGxUcRHlDvd0Xh6X4,"Doortast, praktijk voor Fysiotherapie, Acupunctuur en (sport) revalidatie","Schuttersveld 91, 2312 NC Leiden",52.165518399999996,4.485922899999999,071 523 0185,https://www.doortast.nl/,4.2,6,https://maps.google.com/?cid=9145088206833668126&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,medical_center|physiotherapist|hospital|medical_clinic|health|point_of_interest|service|establishment
ChIJe69tNIvGxUcRmsyhnTsboWA,"Corpus Mentis, Centrum Fysiotherapie & Wetenschap Leiden","Herenstraat 39, 2313 AE Leiden",52.152096199999995,4.4891309999999995,071 889 1435,https://www.leidenfysiotherapie.nl/,5,43,https://maps.google.com/?cid=6962876441753144474&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,physiotherapist|medical_clinic|health|point_of_interest|establishment
ChIJ6aN7jZzGxUcRrJjze0dyg_M,Watson Fysiotherapie Leiden,"Willem Barentszstraat 15, 2315 TZ Leiden",52.160263,4.511371,06 10940742,http://www.watsonfysio.nl/,4.9,31,https://maps.google.com/?cid=17546994224513390764&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,physiotherapist|massage|medical_clinic|health|point_of_interest|service|establishment
ChIJp3b7VH3GxUcR-SEHM_UH24w,Visser fysiotherapie en sport VVK,"Van Vollenhovenkade 20A, 2313 GG Leiden",52.1477943,4.5014908,071 512 3111,http://www.visserfysio.nl/,4.8,22,https://maps.google.com/?cid=10149714934914032121&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,sports_school|medical_clinic|health|point_of_interest|establishment
ChIJ3zjCFZTGxUcRmoJiUBiFHxE,Praktijk Fysiotherapie P.A.M. Corver,"Bronkhorststraat 43-45, 2316 SZ Leiden",52.1654026,4.4962824999999995,071 521 9255,,,,https://maps.google.com/?cid=1233851162397147802&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,physiotherapist|health|point_of_interest|establishment
ChIJW7BcyL7GxUcR1pvEj44GfXw,Fysiotherapie Van der Kaay,"Flevoweg 35C, 2318 BX Leiden",52.174198,4.497173,06 48618984,https://fysiovanderkaay.nl/?utm_source=google&utm_medium=GMB,4.8,51,https://maps.google.com/?cid=8970333242159045590&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,physiotherapist|medical_clinic|health|point_of_interest|establishment
ChIJ26w3uYh0xkcR4eJtfXpLUEw,Keep It Moving Fysiotherapie,"4e Binnenvestgracht 7, 2311 NG Leiden",52.1544378,4.501636599999999,,,,,https://maps.google.com/?cid=5498978134481822433&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,physiotherapist|health|point_of_interest|establishment
ChIJ0ZOdovPHxUcRc7xA5YKL9ko,Fysiotherapie Groenoord,"Gabriël Metzustraat 54, 2316 AJ Leiden",52.171958599999996,4.4933414,071 785 0166,https://www.fysiotherapiegroenoord.nl/,4.8,18,https://maps.google.com/?cid=5401658197385722995&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,physiotherapist|medical_clinic|health|point_of_interest|establishment
ChIJneu0wIHGxUcRGFpujgf5pkk,Fysiotherapie L.A.M. van der Bruggen,"Hof van Roomburgh 4, 2314 ZB Leiden",52.1512524,4.5137702,071 541 6200,http://www.fysiovanderbruggen.nl/,4.3,6,https://maps.google.com/?cid=5307203021752392216&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,physiotherapist|health|point_of_interest|establishment
ChIJQ6KAxBHHxUcR_IHnd9OqAH0,Fysiotherapie Leidse Baan,"Floris Versterlaan 63-A, 2316 DZ Leiden",52.172470399999995,4.4918005999999995,06 29193775,https://www.fysiotherapieleidsebaan.nl/,4.9,89,https://maps.google.com/?cid=9007387079967474172&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,medical_clinic|health|point_of_interest|establishment
ChIJ-cyIE9XHxUcRl6L3pKO5HkQ,Fysiofabriek,"Admiraal Banckertweg 2, 2315 SR Leiden",52.158555199999995,4.5119485,071 234 0500,https://fysiofabriek.nl/,5,59,https://maps.google.com/?cid=4908564756378919575&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,medical_clinic|health|point_of_interest|establishment
ChIJoxL2cMLHxUcRNTGqNT3k6F4,Fysiotherapie Wennekers,"Vrijheidslaan 49, 2321 JR Leiden",52.148235299999996,4.4826045,06 51374206,http://fysiotherapiewennekers.nl/,5,22,https://maps.google.com/?cid=6838966985706582325&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,medical_clinic|health|point_of_interest|establishment
ChIJGyGcoC3HxUcRGogDkBzaTlg,Muscle & Mind Fysiotherapie,"Rooseveltstraat 8A4, 2321 BM Leiden",52.146242,4.4816375,06 12591617,http://www.musclemindfysiotherapie.nl/,5,34,https://maps.google.com/?cid=6363263139731179546&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,medical_clinic|health|point_of_interest|establishment
ChIJ-0IecPjGxUcRBouV969Kgag,Centrum voor Fysiotherapie Leiden,"Cornelis Schuytlaan 7, 2324 VD Leiden",52.1497719,4.4732218999999995,071 532 3484,http://www.centrumvoorfysiotherapieleiden.nl/,3.6,7,https://maps.google.com/?cid=12142068190001072902&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,physiotherapist|health|point_of_interest|establishment
ChIJj14NPZLGxUcRvzerI4-nLfE,Oude Rijn Fysiotherapie,"Lusthoflaan 2, 2316 JA Leiden",52.163568100000006,4.5042244,071 512 6615,,,,https://maps.google.com/?cid=17378730770313197503&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,medical_clinic|health|point_of_interest|establishment
ChIJJ7s-x4vGxUcR-pIruZGAtvI,Fysiotherapie De Bruyn,"Bloemistenlaan 3, 2313 BA Leiden",52.15246,4.4898999,071 514 9733,,,,https://maps.google.com/?cid=17489307566305153786&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,medical_clinic|health|point_of_interest|establishment
ChIJ6URGGN3GxUcRpVc1YPkaj9Y,MoVeS Manuele Therapie en Fysiotherapie,"Rijnsburgerweg 95, 2334 BK Leiden",52.172275199999994,4.4772756,06 55777098,https://www.praktijkmoves.nl/,4.8,10,https://maps.google.com/?cid=15460605704149489573&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,medical_clinic|health|point_of_interest|establishment
ChIJ8V5d7n7BxUcRB58L9OpHJeE,Fysiotherapie Vondellaan,"Vondellaan 35 AC, 2332 AA Leiden",52.161327199999995,4.472902800000001,071 576 1757,http://www.fysiotherapievondellaan.nl/?y_source=1_MzAwNjg3NC03MTUtbG9jYXRpb24ud2Vic2l0ZQ%3D%3D,,,https://maps.google.com/?cid=16223452307114401543&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,medical_clinic|health|point_of_interest|establishment
ChIJMRfV6uDHxUcRDQ-IKKmFFlw,Fysiotherapie Leiden | Ramon Verdel,"Rooseveltstraat 4f, 2321 BM Leiden",52.1472483,4.4816602,06 57792438,https://fysioverdel.nl/,5,33,https://maps.google.com/?cid=6635638062552977165&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,medical_clinic|health|point_of_interest|establishment
ChIJdZBcFyPExUcR8WR_Iw2l8Kk,Praktijk Voor Fysiotherapie Ommedijk,"Ommedijk 186, 2353 GH Leiderdorp",52.1647415,4.5285462999999995,071 541 7069,http://www.fysiotherapieommedijk.nl/,4.1,15,https://maps.google.com/?cid=12245468862669087985&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,physiotherapist|health|point_of_interest|establishment
ChIJkWJZsVnGxUcRLJgPZXijKlk,FMT Fysiotherapie,"Van Randwijkstraat 25, 2321 KG Leiden",52.1459499,4.4761491,071 531 3200,https://www.fmtfysiotherapie.nl/?y_source=1_MTE2MjkwNTAtNzE1LWxvY2F0aW9uLndlYnNpdGU%3D,4.6,11,https://maps.google.com/?cid=6425127555884357676&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,medical_clinic|health|point_of_interest|establishment
ChIJ0-h6XjvExUcRu364cSFpysA,Duco Kanij Fysiotherapie / Methode Kanij,"Van der Valk Boumanweg 178-B, 2352 RN Leiderdorp",52.157888899999996,4.520339,071 582 0265,http://www.ducokanij.nl/,4.3,6,https://maps.google.com/?cid=13892031592940469947&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,physiotherapist|health|point_of_interest|establishment
